Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
0.7751877124443853,1.7041756537686745,Yes,1.4562046070089618,-1.2497539385692344,1.8621668841598757
-0.3834805837706292,0.7239126763316359,No,-1.492294232808325,-0.9009821531844677,0.5088176649198219
1.16141047784939,-1.0636256942888462,Yes,0.27680507108204705,-0.9009821531844677,-0.5322201960340656
0.002742181634375661,-1.0059631662043145,Yes,-0.9025944648448677,-0.9009821531844677,-1.000687233463315
0.7751877124443853,0.3202749797399142,No,0.8665048390455045,0.14533320296983213,0.5608695579675164
-0.769703349175634,0.49326256399350926,No,1.4562046070089618,0.49410498835459876,0.3006100927290445
0.7751877124443853,0.20494992357085082,Yes,-0.9025944648448677,0.49410498835459876,0.4047138788244332
1.16141047784939,-1.4096008627960364,Yes,-1.492294232808325,0.49410498835459876,-0.6883758751771487
0.002742181634375661,0.43560003590897756,No,0.8665048390455045,-0.9009821531844677,0.3006100927290445
-0.3834805837706292,1.1275503729233578,No,-1.492294232808325,-1.598525723954001,0.7170252371105995
1.16141047784939,1.242875429092421,No,-1.492294232808325,0.14533320296983213,1.4978036328260151
1.16141047784939,0.550925092078041,No,-0.3128946968814103,-0.9009821531844677,0.925232809301377
-0.769703349175634,-1.2942758066269728,No,1.4562046070089618,-0.9009821531844677,-1.4691542708925645
0.3889649470393805,-1.2942758066269728,No,-1.492294232808325,-0.9009821531844677,-1.1568429126063982
0.002742181634375661,0.550925092078041,No,0.27680507108204705,1.191648559124132,0.6649733440629051
-1.155926114580639,0.14728739548631914,No,-1.492294232808325,-0.5522103677997011,-0.6363239821294543
1.16141047784939,0.20494992357085082,Yes,0.8665048390455045,-0.2034385824149345,0.6129214510152108
0.3889649470393805,0.7815752044161677,Yes,0.27680507108204705,-0.9009821531844677,0.7690771301582938
-1.155926114580639,-0.8906381100352512,Yes,-1.492294232808325,1.5404203445088986,-1.3129985917494813
0.002742181634375661,0.3202749797399142,No,0.27680507108204705,-1.598525723954001,0.4047138788244332
-1.5421488799856438,1.7041756537686745,Yes,-1.492294232808325,-0.5522103677997011,0.8211290232059882
0.3889649470393805,1.5311880695150795,No,1.4562046070089618,-1.598525723954001,1.5498555258737094
1.547633243254395,0.2626124516553825,Yes,0.27680507108204705,0.49410498835459876,0.925232809301377
-1.5421488799856438,0.896900260585231,No,-0.9025944648448677,0.49410498835459876,0.09240252053826696
-0.769703349175634,-0.48700041344352935,No,-0.3128946968814103,-0.5522103677997011,-1.0527391265110093
0.7751877124443853,-0.4293378853589977,Yes,0.27680507108204705,-0.2034385824149345,-0.32401262384328805
-0.3834805837706292,0.550925092078041,No,0.8665048390455045,1.5404203445088986,0.5608695579675164
1.547633243254395,0.8392377325006993,Yes,-0.3128946968814103,0.49410498835459876,1.4457517397783208
-0.769703349175634,1.4158630133460162,Yes,-0.3128946968814103,0.14533320296983213,0.9772847023490714
0.002742181634375661,1.1852129010078893,Yes,-1.492294232808325,-0.5522103677997011,0.9772847023490714
